Product Description,Price(Dollar),Number of  reviews,Free days,Shipment
"ASUS VivoBook 15 F515 Laptop, 15.6"" FHD Display, Intel i3-1115G4 CPU, 8GB DDR4 RAM, 128GB SSD, Windows 11 Home in S Mode, Slate Grey, F515EA-AH34",370,134,90 days FREE. Terms apply.,Ships to Bangladesh
Razer Blade 15 Gaming Laptop: NVIDIA GeForce RTX 3070 Ti - 12th Gen Intel 14-Core i7 CPU - 15.6î FHD 360Hz - 16GB DDR5 RAM - 1TB PCIe SSD - Windows 11 - CNC Aluminum - Chroma RGB - Thunderbolt 4,"2,399","1,117",90 days FREE. Terms apply.,Ships to Bangladesh
"HP 17 Laptop PC, 11 Generation Intel Core, 4 GB RAM, 256 GB SSD, UHD Graphics, 17.3"" HD+ Display, Windows 11 Home, Wi-Fi & Bluetooth Combo, 7 Ports, Long Battery Life, HD Webcam (17-by4025nr, 2022)",459,41,90 days FREE. Terms apply.,Ships to Bangladesh
Acer Swift X SFX14-51G-71Y1 Creator Laptop | 14" 2240 x 1400 100% sRGB | 12th Gen Intel i7-1260P | NVIDIA RTX 3050 Laptop GPU | 16GB LPDDR5 | 512GB NVMe SSD | Wi-Fi 6E | Backlit Keyboard | Windows 11,813,53,Save $100.00 with coupon,"Get it Fri, Jun 23 - Wed, Jun 28"
"ASUS VivoBook Pro 16X OLED Slim Laptop, 16"" 4K 16:10 Display, AMD Ryzen 9 6900H CPU, NVIDIA GeForce RTX 3050 Ti, 32GB RAM, 1TB SSD, Windows 11 Home, 0∞Black, M7600RE-XB99,Gray","1,399",82,90 days FREE. Terms apply.,Ships to Bangladesh
"ROG Strix G15 Gaming Desktop PC, Intel Core i7-12700F, GeForce RTX 3060 12GB, 16GB DDR4 RAM, 1TB PCIe 4.0 SSD, Windows 11 Home, G15CF-AB766","1,429",394,90 days FREE. Terms apply.,Ships to Bangladesh
"HP Pavilion 15.6"" FHD Laptop (2022 Latest Model), AMD Ryzen 5 5500U (Beats i7-11370H), 16GB RAM, 512GB PCIe NVMe M.2 SSD, Thin & Portable, Micro-Edge & Anti-Glare Screen, Long Battery Life, Windows 11",510,38,90 days FREE. Terms apply.,Ships to Bangladesh
Lenovo 14E Chromebook 81MH0006US 14" Chromebook - 1920 X 1080 - A-Series A4-9120 - 4 GB RAM - 32 GB Flash Memory - Chrome OS - AMD Radeon R3 Graphics - English (US) (Renewed),109,380,90 days FREE. Terms apply.,Ships to Bangladesh
"Dell 2022 Newest Inspiron 15 3511 Laptop, 15.6"" FHD Touchscreen, Intel Core i5-1035G1, 16GB RAM, 1TB PCIe NVMe M.2 SSD, SD Card Reader, Webcam, HDMI, WiFi, Windows 11 Home, Black",587,98,90 days FREE. Terms apply.,Ships to Bangladesh
"Skytech Blaze 3.0 Gaming PC Desktop ñ Intel Core i5 12400F 2.5 GHz, NVIDIA RTX 3060, 500GB NVME SSD, 16GB DDR4 RAM 3200, 600W Gold PSU, 11AC Wi-Fi, Windows 11 Home 64-bit","1,099","1,323",90 days FREE. Terms apply.,Ships to Bangladesh
"Lenovo Flex 5 Laptop, 14.0"" FHD Touch Display, AMD Ryzen 5 5500U, 16GB RAM, 256GB Storage, AMD Radeon Graphics, Windows 11 Home, Graphite Grey",688,30,90 days FREE. Terms apply.,Ships to Bangladesh
HP - Pavilion x360 2-in-1 14" Touch-Screen Laptop - Intel Core i5-8GB Memory - 512GB SSD - Natural Silver - Mode 14-ek0033dx,574,"2,460",90 days FREE. Terms apply.,Ships to Bangladesh
"HP Chromebook 11-inch Laptop - MediaTek - MT8183 - 4 GB RAM - 32 GB eMMC Storage - 11.6-inch HD Display - with Chrome OSô - (11a-na0010nr, 2020 model)",164,77,90 days FREE. Terms apply.,Ships to Bangladesh
"ASUS ZenBook 14 Ultra-Slim Laptop 14î FHD Display, AMD Ryzen 7 5800H CPU, Radeon Vega 7 Graphics, 16GB RAM, 1TB PCIe SSD, NumberPad, Windows 11 Pro, Pine Grey, UM425QA-EH74",999,109,90 days FREE. Terms apply.,Ships to Bangladesh
Acer Nitro 17 Gaming Laptop | AMD Ryzen 7 7840HS Octa-Core CPU | NVIDIA GeForce RTX 4050 Laptop GPU | 17.3" FHD 165Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Wi-Fi 6E | RGB Backlit KB | AN17-41-R6L9,"1,123",874,90 days FREE. Terms apply.,Ships to Bangladesh
"ASUS BR1100 Laptop, 11.6"" HD Anti-Glare Display, 180 Degree, Celeron N4500, 4GB, 64GB SSD, MIL-STD 810H Durability, Tamper/Spill-Resistant Keyboard, TPM 2.0, Windows 10 Pro, Dark Grey, BR1100CKA-502Y",155,64,90 days FREE. Terms apply.,Ships to Bangladesh
"Acer 2022 15inch HD IPS Chromebook, Intel Dual-Core Celeron Processor Up to 2.55GHz, 4GB RAM, 32GB Storage, Super-Fast WiFi Up to 1300 Mbps, Chrome OS-(Renewed) (Dale Silver)",162,64,90 days FREE. Terms apply.,Ships to Bangladesh
"SAMSUNG 2023 11"" HD IPS Chromebook, Intel Celeron N Processor Up to 2.79GHz, 4GB Ram, 32GB SSD, Intel 4K Graphics, Super-Fast WiFi Speed, Chrome OS, Dale Gray(Renewed)",129,"1,461",90 days FREE. Terms apply.,Ships to Bangladesh
"Lenovo 2022 Newest Tablet Duet 3i | 10.3 inch FHD Touchscreen | Intel Celeron N4020 | 4G Memory | 64GB eMMC | Windows 11 S | Keyboard Included, Gray",199,777,90 days FREE. Terms apply.,Ships to Bangladesh
Acer Chromebook Spin 311 Convertible Laptop | Intel Celeron N4000 | 11.6" HD Touch Corning Gorilla Glass Display | 4GB LPDDR4 | 64GB eMMC | Intel 802.11ac Gigabit WiFi 5 | Chrome OS | CP311-2H-C7QD,229,,90 days FREE. Terms apply.,Ships to Bangladesh
"OnePlus Pad 11.61"" LCD Display, 8GB RAM,128GB Storage, MediaTek Dimensity 9000, Android 13.1, 144HZ Refresh Rate, Dolby Vision Atmos, Wi-Fi with Cellular Data Sharing Tablet",479,74,90 days FREE. Terms apply.,Ships to Bangladesh
"Skytech Nebula Gaming PC Desktop ñ Intel Core i3 12100F 3.3 GHz, NVIDIA RTX 3050, 500GB NVME SSD, 16GB DDR4 RAM 3200, 600W Gold PSU, Wi-Fi, Windows 11 Home 64-bit",799,"2,014",90 days FREE. Terms apply.,Ships to Bangladesh
"Skytech Archangel Gaming Computer PC Desktop ñ Ryzen 5 3600 3.6GHz, GTX 1660 Super 6G, 500GB SSD, 16GB DDR4 3200MHz, RGB Fans, Windows 11 Home 64-bit, 802.11AC Wi-Fi",899,25,90 days FREE. Terms apply.,Ships to Bangladesh
"SAMSUNG Galaxy TabActive4 Pro 10.1î 64GB Wi-Fi Android Work Tablet, LTE Unlocked, 4GB RAM, Rugged Design, Sensitive Touchscreen, Long-Battery Life-for Workers, SM-T630UZKAN20, Black",649,6,90 days FREE. Terms apply.,Ships to Bangladesh
"Skytech Chronos Gaming PC Desktop ñ Intel Core i7 13700K 3.4 GHz, NVIDIA RTX 4070, 1TB NVME SSD, 32GB DDR5 RAM RGB, 750W Gold PSU, 360mm AIO, 11AC Wi-Fi, Windows 11 Home 64-bit","1,999","1,366",90 days FREE. Terms apply.,Ships to Bangladesh
"HP EliteBook 840 G3 Laptop 14-inch HD Display, Intel Core i5-6200U 2.3Ghz, 256GB SSD, 16GB DDR4 RAM, Webcam, WiFi, Windows 10 Pro (Renewed)",315,2,90 days FREE. Terms apply.,Ships to Bangladesh
"HP 2023 Convertible 2-in-1 Chromebook, 14"" FHD IPS Touchscreen, Intel 11th i3 Processor Up to 4.10GHz, 8GB Ram, 192GB Storage(128GB SSD+64GB MSD), Super-Fast 6th Gen WiFi, Chrome OS(Renewed)",279,249,90 days FREE. Terms apply.,Ships to Bangladesh
"ASUS Chromebook Vibe C55 Flip, Cloud Gaming Laptop, 15.6"" Full HD 144 Hz Touch Display, IntelÆ Coreô i5-1135G7 Processor, 512GB SSD, 16GB RAM, ChromeOS, Mineral Gray, CX5501FEA-AS562T",699,"1,408",90 days FREE. Terms apply.,Ships to Bangladesh
"Samsung Galaxy Tab Active3 Enterprise Edition 8î Rugged Multi Purpose Tablet |128GB & WIFI & LTE (UNLOCKED) | Biometric Security (SM-T577UZKGN14), Black",589,"2,221",90 days FREE. Terms apply.,Ships to Bangladesh
HP Newest Laptop X360 14a Chromebook 14in HD Touchscreen Intel Celeron 4GB DDR4 64GB eMMC WiFi Webcam Stereo Speakers Bluetooth 5 Chrome OS Silver Color (Renewed),185,"1,269",90 days FREE. Terms apply.,Ships to Bangladesh
"Samsung Chromebook 4 (2021 Model) 11.6"" Intel UHD Graphics 600/ Celeron Processor N4020, 4GB, 32GB, Wi-Fi - (XE310XBA-KA1US)",129,2,90 days FREE. Terms apply.,Ships to Bangladesh
"ASUS C423NA Chromebook 14"" HD Laptop (Intel Dual Core Celeron Processor N3350, 4GB DDR4 RAM, 64GB SSD) Webcam, WiFi, Bluetooth, Type-C, Google Chrome OS - Silver (Renewed)","2,870",817,90 days FREE. Terms apply.,Ships to Bangladesh
"ASUS ROG Strix Scar 17 (2023) Gaming Laptop, 17.3î QHD 240Hz/3ms, 100% DCI-P3 Display, GeForce RTX 4080, AMD Ryzen†9†7945HX, 32GB DDR5, 1TB PCIe SSD, Wi-Fi 6E, Windows 11 Pro, G733PZ-XS96,Off Black",319,676,90 days FREE. Terms apply.,Ships to Bangladesh
New Microsoft Surface Go 2 - 10.5" Touch-Screen - Intel Pentium - 4GB Memory - 64GB - Wifi - Platinum (Latest Model),359,481,90 days FREE. Terms apply.,Ships to Bangladesh
HP 15.6" HD Intel 10th Gen i3-1005G1 3.4GHz 8GB RAM 256GB SSD Win 10 Laptop,"1,999",21,90 days FREE. Terms apply.,Ships to Bangladesh
Razer Blade 14 Gaming Laptop: AMD Ryzen 9 6900HX CPU - NVIDIA GeForce RTX 3070 Ti - 14" QHD 165Hz - 16GB DDR5 RAM - 1TB PCIe SSD - Windows 11 - Ultra-Thin - CNC Aluminum - Chroma RGB,"2,499","2,544",90 days FREE. Terms apply.,Ships to Bangladesh
"ASUS 2023 ProArt StudioBook 16 OLED Laptop, 16î 3.2K OLED Touch Display, Intel Core i9-13980HX CPU, Nvidia Geforce RTX 4070 GPU, 32GB DDR5 SO-DIMM RAM, 1TB SSD, Windows 11 Home, H7604JI-DS96T",899,96,90 days FREE. Terms apply.,Ships to Bangladesh
Acer Swift Go 14 Intel Evo Thin & Light Laptop 14" 1920x1200 100% sRGB Touch Display Intel Core i7-1355U Intel Iris Xe 16GB LPDDR5 512GB Gen 4 SSD Killer WiFi 6E AX1675 SFG14-71T-72QV,877,4,90 days FREE. Terms apply.,Ships to Bangladesh
"HP 14-inch Chromebook HD Touchscreen Laptop PC (Intel Celeron N3350 up to 2.4GHz, 4GB RAM, 32GB Flash Memory, WiFi, HD Camera, Bluetooth, Up to 10 hrs Battery Life, Chrome OS , Black)","3,299",200,90 days FREE. Terms apply.,Ships to Bangladesh
Lenovo IdeaCentre AIO 3i - 2022 - All-in-One Desktop - 27" FHD Touch Display - 5MP Camera - Windows 11 Home - 8GB Memory - 512GB Storage - Intel Core i5-1240P - Black - Mouse & Keyboard Included,828,4,90 days FREE. Terms apply.,Ships to Bangladesh
"ASUS ROG Strix Scar 17 (2023) Gaming Laptop, 17.3î QHD 240Hz/3ms, 100% DCI-P3 Display, GeForce RTX 4090, AMD Ryzen†9†7945HX, 32GB DDR5, 1TB PCIe SSD, Wi-Fi 6E, Windows 11 Pro, G733PY-XS96","1,950",243,90 days FREE. Terms apply.,Ships to Bangladesh
"HP 17 Laptop, 17.3"" HD+ Touchscreen, Intel Core i7-1255U Processor, 16GB RAM, 1TB SSD, Webcam, HDMI, Backlit Keyboard, Wi-Fi, Windows 11 Home, Silver","1,299","2,353",90 days FREE. Terms apply.,Ships to Bangladesh
Dell Latitude 5000 5430 14" Rugged Notebook - Full HD - 1920 x 1080 - Intel Core i5 11th Gen i5-1145G7 Quad-core (4 Core) 2.60 GHz - 16 GB Total RAM - 512 GB SSD - Black,"2,124",,90 days FREE. Terms apply.,Ships to Bangladesh
"OnePlus Pad 11.61"" LCD Display, 8GB RAM,128GB Storage, MediaTek Dimensity 9000, Android 13.1, 144HZ Refresh Rate, Dolby Vision Atmos, Wi-Fi with Cellular Data Sharing Tablet",479,59,90 days FREE. Terms apply.,Ships to Bangladesh
"MSI GF65 Thin 10UE Gaming Laptop: 15.6"" 144hz IPS-Level Screen, Intel 10th Gen i5-10500H, NVIDIA GeForce RTX3060, 512GB SSD, 8GB Memory, Black",809,10,90 days FREE. Terms apply.,Ships to Bangladesh
"ASUS Vivobook Pro 16X Laptop, 16î 16:10 Display, Intel Core i9-13980HX CPU, NVIDIAÆ GeForceÆ RTXô 4070 GPU, 32GB RAM, 1TB SSD, Windows 11 Home, Earl Grey, K6604JI-AS99","2,199",418,90 days FREE. Terms apply.,Ships to Bangladesh
"HP 2023 14"" FHD IPS Chromebook Laptop, Intel Celeron Processor Up to 2.75GHz, 4GB Ram, 128GB SSD, Intel Graphics, Super-Fast 6th Gen WiFi, Dale Silver, Chrome OS (Renewed)",165,38,90 days FREE. Terms apply.,Ships to Bangladesh
"ASUS Vivobook Go 12 L210 11.6î Ultra-Thin Laptop, 2022 Version, Intel Celeron N4020, 4GB RAM, 64GB eMMC, Win 11 Home in S Mode with One Year of Office 365 Personal, L210MA-DS02",243,"2,841",90 days FREE. Terms apply.,Ships to Bangladesh
"ASUS VivoBook Pro 14 OLED Laptop, 14î 2.8K OLED Display, AMD Ryzen 7 6800H Mobile CPU, NVIDIA GeForce RTX 3050 GPU, 16GB RAM, 1TB SSD, Windows 11 Home, Quiet Blue, M6400RC-EB74","1,199",475,90 days FREE. Terms apply.,Ships to Bangladesh
"Acer Aspire 5 A515-56-36UT, 15.6"" Full HD Display, 11th Gen Intel Core i3-1115G4 Processor, 4GB DDR4, 128GB NVMe SSD, WiFi 6, Windows 11 Home (S Mode)",368,152,90 days FREE. Terms apply.,Ships to Bangladesh
"ASUS Vivobook 17X Laptop, 17.3î FHD Display, Intel Core i9-13900H CPU, 16GB RAM, 1TB SSD, Windows 11 Home, Indie Black, K3704VA-DS96","1,032",13,90 days FREE. Terms apply.,Ships to Bangladesh
"Acer Swift 3 Intel Evo Thin & Light Laptop, 14"" Full HD, Intel Core i7-1165G7, Iris Xe Graphics, 8GB LPDDR4X, 256GB NVMe SSD, Wi-Fi 6, Fingerprint Reader, Back-lit KB, SF314-59-75QC",449,2,90 days FREE. Terms apply.,Ships to Bangladesh
Lenovo - 2022 - IdeaPad 3i - Everyday Laptop Computer - Intel Core i5 12th Gen - 14.0" FHD Display - 8GB Memory - 256GB Storage - Windows 11 Home,999,5,90 days FREE. Terms apply.,Ships to Bangladesh
"GIGABYTE G5 KF: 15.6"" FHD 1920x1080 144Hz, NVIDIA GeForce RTX 4060 Laptop GPU, Intel Core i5-12500H, 8GB DDR4 RAM, 512G SSD, Win11 Home (G5 KF-E3US333SH) Black",249,96,90 days FREE. Terms apply.,Ships to Bangladesh
"HP 2023 14"" FHD IPS Laptop, Windows 11, Ryzen 3 Processor Up to 3.50GHz, 8GB Ram, 128GB SSD, Super-Fast WiFi, HDMI, Dale Silver (Renewed)",586,199,90 days FREE. Terms apply.,Ships to Bangladesh
"ASUS Vivobook Pro 15 Laptop, 15.6î FHD Display, AMD Ryzen 5 5600H Mobile CPU, NVIDIAÆ GeForceÆ GTX 1650 GPU, 8GB RAM, 512GB SSD, Windows 11 Home, Fingerprint Reader, Quiet Blue, M6500QH-DB51","1,649",755,90 days FREE. Terms apply.,Ships to Bangladesh
"ASUS ProArt StudioBook 16 Laptop, 16î 2560x1600 120Hz Display, AMD Ryzen 7, 32GB DDR4, 1TB PCIe SSD, Nvidia Geforce RTX 3060, Windows 11 Home, H5600QM-AH78, Star Black",379,89,90 days FREE. Terms apply.,Ships to Bangladesh
HP 15-dw Laptop Intel Core i3-1115G4 8GB 256GB SSD 15.6 Full HD WLED Win 10,570,3,90 days FREE. Terms apply.,Ships to Bangladesh
"HP Pavilion x360 14î Touchscreen Laptop, 11th Gen Intel Core i5-1135G7, 8 GB RAM, 256 GB SSD Storage, Full HD IPS Display, Windows 10 Home OS, Long Battery Life, Work & Streaming (14-dw1024nr, 2021)",506,"2,288",90 days FREE. Terms apply.,Ships to Bangladesh
"Dell Inspiron Laptop, 15.6"" HD Display, AMD Ryzen 5 3450U Processor, 16GB RAM, 1TB SSD, Webcam, HDMI, SD Card Reader, Wi-Fi, Windows 11 Home, Carbon Black",649,266,90 days FREE. Terms apply.,Ships to Bangladesh
"HP 17 HD+ Laptop, 2023 Newest Upgrade, Intel Core i3-1125G4 (Quad-core), 32GB RAM, 1TB SSD, Webcam, Wi-Fi, HDMI, USB-C, Fast Charge,Bluetooth, Windows 11, School and Business Ready, ROKC HDMI Cable",629,7,90 days FREE. Terms apply.,Ships to Bangladesh
Acer Aspire 5 A515-56-702V Laptop | 15.6" Full HD IPS Display | 11th Gen Intel Core i7-1165G7 | Intel Iris Xe Graphics | 16GB DDR4 | 512GB SSD | WiFi 6 | Fingerprint Reader | BL Keyboard | Windows 11,"1,299",249,90 days FREE. Terms apply.,Ships to Bangladesh
"Skytech Shadow 3.0 Gaming PC Desktop - AMD Ryzen 5 3600 3.6GHz, RTX 3060 Ti 8GB GDDR6, 16GB DDR4 3200, 1TB NVMe SSD, 600W Gold PSU, RGB Fans, AC WiFi, Windows 10 Home 64-bitÖ","3,538",697,90 days FREE. Terms apply.,Ships to Bangladesh
"MSI Raider GE78 HX 17.3"" QHD+ 240Hz Gaming Laptop: Intel Core i9-13980HX, RTX 4080, 64GB DDR5, 2TB NVMe SSD, Thunderbolt 4, USB-Type C, Cooler Boost 5, Win 11 Pro: Dark Grey 13VH-080US","1,334",69,90 days FREE. Terms apply.,Ships to Bangladesh
"SAMSUNG 15.6î Galaxy Book2 Pro Laptop Computer, i7 / 16GB / 512GB, 12th Gen Intel Core Processor, Evo Certified, Lightweight, 2022 Model, Graphite",539,335,90 days FREE. Terms apply.,Ships to Bangladesh
"OnePlus Pad 11.61"" LCD Display, 8GB RAM,128GB Storage, MediaTek Dimensity 9000, Android 13.1, 144HZ Refresh Rate, Dolby Vision Atmos, Wi-Fi with Cellular Data Sharing Tablet",479,"10,906",90 days FREE. Terms apply.,Ships to Bangladesh
"Lenovo Chromebook C330 2-in-1 Convertible Laptop, 11.6"" HD Display, MediaTek MT8173C, 4GB RAM, 64GB Storage, Chrome OS, Blizzard White",294,7,90 days FREE. Terms apply.,Ships to Bangladesh
"SAMSUNG 15.6î Galaxy Book3 Laptop Computer, 13th Gen Intel Core i7-1355U Processor / 16 GB / 512GB, Thin and Light, FHD Screen, Fingerprint Reader, HD Webcam, 2023 Model, NP750XFG-KB2US, Silver",899,135,90 days FREE. Terms apply.,Ships to Bangladesh
"ASUS ROG Flow Z13 (2022) Gaming Laptop Tablet, 13.4î 120Hz IPS Type FHD 16:10 Display, Intel Core i5-12500H CPU, 16GB LPDDR5, 512GB PCIe SSD, Free Bundle Detachable RGB Keyboard, GZ301ZA-PS53, Black",999,52,90 days FREE. Terms apply.,Ships to Bangladesh
"LG gram (2022) Laptop 16Z90Q 16"" Display, Intel Evo 12th Gen Core i7, 16GB RAM, 256 GB SSD, Windows 11, Black","1,085",224,90 days FREE. Terms apply.,Ships to Bangladesh
"SkytechBlaze 3.0 Gaming PC Desktop ñ INTEL Core i7 11700F 2.5 GHz, RTX 3060 Ti, 1TB NVME SSD, 16G DDR4 3200, 600W GOLD PSU, AC Wi-Fi, Windows 10 Home 64-bit","1,388",1,90 days FREE. Terms apply.,Ships to Bangladesh
"ASUS Chromebook C424, 14.0"" 180 Degree FHD NanoEdge Display, Intel Dual Core Celeron Processor, 4GB LPDDR4 RAM, 128GB Storage, Silver Color, C424MA-AS48F",249,"4,660",90 days FREE. Terms apply.,Ships to Bangladesh
"Lenovo Chromebook Flex 3 11"" Laptop, 11.6-Inch HD IPS Display, MediaTek MT8173C, 4GB RAM, 64GB Storage, Chrome OS, Blizzard White",285,375,90 days FREE. Terms apply.,Ships to Bangladesh
Acer Nitro 50 N50-640-UA91 Gaming Desktop | 12th Gen Intel Core i5-12400F 6-Core Processor | NVIDIA GeForce GTX 1650 | 8GB 3200MHz DDR4 | 512GB NVMe M.2 SSD | Intel Wi-Fi 6E AX211 | Windows 11 Home,669,86,90 days FREE. Terms apply.,Ships to Bangladesh
"2021 Newest HP ENVY x360 2-in-1 Laptop, 15.6"" Full HD Touchscreen, AMD Ryzen 5 5500U Processor up to 4.6GHz, 8GB Memory, 256GB PCIe SSD, Backlit Keyboard, HDMI, Wi-Fi, Windows 11 Home, Nightfall Black",552,495,90 days FREE. Terms apply.,Ships to Bangladesh
"HP Premium 11"" HD IPS Laptop, Intel Celeron N Processor 2.60GHz Turbo Speed, 4GB DDR4, 128GB Storage(64GB SSD+64GB MSD), Ultra-Fast WiFi Speed, Windows 11 OS, Pearl White Color (Renewed)",175,103,90 days FREE. Terms apply.,Ships to Bangladesh
"SkyTech Shadow 3.0 Gaming Computer PC Desktop - Ryzen 7 5700X 8-Core 3.4 GHz, RTX 3060 12GB, 1TB SSD, 16GB DDR4 3200, RGB Fans, AC WiFi, 600W Gold PSU, Windows 11 Home 64-bit, Black","1,299",47,90 days FREE. Terms apply.,Ships to Bangladesh
"ASUS ROG Zephyrus Duo 16 (2022) Gaming Laptop, 16î Mini LED 240Hz/3ms, QHD 16:10 Display, 100% DCI-P3, NVIDIA GeForce RTX 4080, AMD Ryzen 9 7945HX, 32GB DDR5, 1TB SSD, Windows 11 Pro, GX650PZ-XS96","3,499",472,90 days FREE. Terms apply.,Ships to Bangladesh
"Skytech Chronos Gaming PC Desktop ñ Intel Core i7 12700F 2.1 GHz, NVIDIA RTX 3080, 1TB NVME SSD, 16GB DDR4 RAM 3200, 850W Gold PSU, 240mm AIO, 11AC Wi-Fi, Windows 11 Home 64-bit","1,899","1,519",90 days FREE. Terms apply.,Ships to Bangladesh
"Skytech Azure Gaming PC Desktop ñ AMD Ryzen 7 5800X 3.8 GHz, NVIDIA RTX 4070 Ti, 1TB NVME SSD, 16GB DDR4 RAM 3200, 850W Gold PSU, 360mm AIO, 11AC Wi-Fi, Windows 11 Home 64-bit","1,999",715,90 days FREE. Terms apply.,Ships to Bangladesh
Dell Inspiron 3583 15‚Ç¨ù Laptop Intel Celeron ‚Ç¨"ú 128GB SSD ‚Ç¨"ú 4GB DDR4 ‚Ç¨"ú 1.6GHz - UHD Graphics 610 - Windows 10 Home - Inspiron 15 3000 Series - New,999,152,90 days FREE. Terms apply.,Ships to Bangladesh
Acer Swift 3 SF314-43-R6NE Laptop | 14" Full HD IPS | AMD Ryzen 7 5700U Octa-Core Processor | AMD Radeon Graphics | 16GB LPDDR4X | 512GB SSD | Wi-Fi 6 | Fingerprint Reader | Backlit KB | Windows 11,649,90,90 days FREE. Terms apply.,Ships to Bangladesh
Acer Nitro 5 AN515-46-R0EQ Gaming Laptop | AMD Ryzen 7 6800H Octa-Core CPU | NVIDIA GeForce RTX 3070 Ti Laptop GPU | 15.6" QHD FreeSync 165Hz IPS | 32GB DDR5 | 1TB Gen 4 SSD | Wi-Fi 6E | RGB Backlit,"2,002","1,144",90 days FREE. Terms apply.,Ships to Bangladesh
"Lenovo 2023 2-in-1 Convertible Laptop,14"" Thin Bezel FHD IPS Touchscreen, Intel i3-1115G4 Processor Up to 4.10GHz, 8GB Ram, 256GB SSD, Fingerprint Reader, Ultra-Fast WiFi, Win11 OS Dale Grey (Renewed)",255,29,90 days FREE. Terms apply.,Ships to Bangladesh
"Lenovo New Ideapad 3 15.6"" FHD Touch Screen Laptop|Intel Core i5 11th Gen |12GB RAM, 256GB SSD| HDMI|Baclit Keyboard|Arctic Grey Windows 11",554,485,90 days FREE. Terms apply.,Ships to Bangladesh
"Lenovo IdeaPad Gaming 3 15 Laptop, 15.6"" FHD Display, AMD Ryzen 5 5600H, NVIDIA GeForce GTX 1650, 8GB RAM, 256GB Storage, Windows 10H",665,76,90 days FREE. Terms apply.,Ships to Bangladesh
Corsair Vengeance i7400 Series Gaming PC - Liquid Cooled IntelÆ Coreô i7 13700K CPU - NVIDIAÆ GeForce RTXô 4080 Graphics - 32GB Vengeance RGB DDR5 Memory,"3,249",127,90 days FREE. Terms apply.,Ships to Bangladesh
"Dell 2022 Newest Inspiron 3000 Laptop, 15.6 HD Display, Intel Celeron N4020 Processor, 8GB DDR4 RAM, 128GB PCIe SSD, Online Meeting Ready, Webcam, WiFi, HDMI, Bluetooth, Win10 Home, Black",319,,90 days FREE. Terms apply.,Ships to Bangladesh
"Newest HP 14"" HD Laptop, Windows 11, Intel Celeron Dual-Core Processor Up to 2.60GHz, 4GB RAM, 64GB SSD, Webcam(Renewed)",192,,90 days FREE. Terms apply.,Ships to Bangladesh
"OnePlus Pad 11.61"" LCD Display, 8GB RAM,128GB Storage, MediaTek Dimensity 9000, Android 13.1, 144HZ Refresh Rate, Dolby Vision Atmos, Wi-Fi with Cellular Data Sharing Tablet",479,28,90 days FREE. Terms apply.,Ships to Bangladesh
"ASUS VivoBook 14 Slim Laptop, 14""ù FHD Display, Intel Core i3-1215U CPU, Intel UHD Graphics, 4GB DDR4 RAM, 128GB SSD, Fingerprint Sensor, Windows 11 Home, Quiet Blue, F1402ZA-AB31",369,15,90 days FREE. Terms apply.,Ships to Bangladesh
"CyberpowerPC Gamer Xtreme VR Gaming PC, Intel i7-13700KF 3.4GHz, GeForce RTX 4070 Ti 12GB, 32GB DDR5, 2TB NVMe SSD, Wi-Fi Ready & Windows 11 Home (GXiVR8680A), Black","2,209",1,90 days FREE. Terms apply.,Ships to Bangladesh
"Skytech Nebula Gaming PC Desktop ñ AMD Ryzen 5 5600X 3.7 GHz, NVIDIA RTX 4070, 1TB NVME SSD, 16GB DDR4 RAM 3200, 600W Gold PSU, 11AC Wi-Fi, Windows 11 Home 64-bit","1,499","1,171",90 days FREE. Terms apply.,Ships to Bangladesh
Lenovo Tab P11 Plus (1st Gen) - 2021 - Tablet - Long Battery Life - 11" LCD - MediaTek Octa-Core Processor - 6GB Memory - 128GB Storage - Android 11 - Bluetooth & Wi-Fi - Keyboard & Pen Included,419,16,90 days FREE. Terms apply.,Ships to Bangladesh
"GIGABYTE AORUS 7: 17.3"" FHD 1920x1080 360Hz, NVIDIA GeForce RTX 4060 Laptop GPU 8GB GDDR6, Intel Core i5-12500H, 16GB DDR4 RAM, 512GB SSD, Win11 Home (AORUS 7 9KF-E3US513SH), Black","1,199","2,745",90 days FREE. Terms apply.,Ships to Bangladesh
"iBuyPower Pro Gaming PC Computer Desktop SlateMR 2130V2 (AMD Ryzen 5 4500 3.6 GHz, Radeon RX 560 4 GB, 8 GB DDR4 RAM, 500 GB NVMe SSD, WiFi Ready, Windows 11 Home)",584,66,90 days FREE. Terms apply.,Ships to Bangladesh
